,Time,€/kWh
0,2007-01,0.08408571428571429
1,2007-02,0.08408571428571429
2,2007-03,0.08408571428571429
3,2007-04,0.08408571428571429
4,2007-05,0.08408571428571429
5,2007-06,0.08408571428571429
6,2007-07,0.08615714285714285
7,2007-08,0.08615714285714285
8,2007-09,0.08615714285714285
9,2007-10,0.08615714285714285
10,2007-11,0.08615714285714285
11,2007-12,0.08615714285714285
12,2008-01,0.09091428571428571
13,2008-02,0.09091428571428571
14,2008-03,0.09091428571428571
15,2008-04,0.09091428571428571
16,2008-05,0.09091428571428571
17,2008-06,0.09091428571428571
18,2008-07,0.09388571428571428
19,2008-08,0.09388571428571428
20,2008-09,0.09388571428571428
21,2008-10,0.09388571428571428
22,2008-11,0.09388571428571428
23,2008-12,0.09388571428571428
24,2009-01,0.10214285714285713
25,2009-02,0.10214285714285713
26,2009-03,0.10214285714285713
27,2009-04,0.10214285714285713
28,2009-05,0.10214285714285713
29,2009-06,0.10214285714285713
30,2009-07,0.10794285714285713
31,2009-08,0.10794285714285715
32,2009-09,0.10794285714285713
33,2009-10,0.10794285714285713
34,2009-11,0.10794285714285715
35,2009-12,0.10794285714285713
36,2010-01,0.11027142857142858
37,2010-02,0.11027142857142858
38,2010-03,0.11027142857142858
39,2010-04,0.11027142857142858
40,2010-05,0.11027142857142858
41,2010-06,0.11027142857142858
42,2010-07,0.09731666666666666
43,2010-08,0.09731666666666666
44,2010-09,0.09731666666666666
45,2010-10,0.09731666666666666
46,2010-11,0.09731666666666666
47,2010-12,0.09731666666666666
48,2011-01,0.09715
49,2011-02,0.09715
50,2011-03,0.09715
51,2011-04,0.09715
52,2011-05,0.09715
53,2011-06,0.09715
54,2011-07,0.09915
55,2011-08,0.09915
56,2011-09,0.09915
57,2011-10,0.09915
58,2011-11,0.09915
59,2011-12,0.09915
60,2012-01,0.09675
61,2012-02,0.09675
62,2012-03,0.09675
63,2012-04,0.09675
64,2012-05,0.09675
65,2012-06,0.09675
66,2012-07,0.0954
67,2012-08,0.0954
68,2012-09,0.0954
69,2012-10,0.0954
70,2012-11,0.0954
71,2012-12,0.0954
72,2013-01,0.09391666666666666
73,2013-02,0.09391666666666666
74,2013-03,0.09391666666666666
75,2013-04,0.09391666666666666
76,2013-05,0.09391666666666666
77,2013-06,0.09391666666666666
78,2013-07,0.09411666666666667
79,2013-08,0.09411666666666667
80,2013-09,0.09411666666666667
81,2013-10,0.09411666666666667
82,2013-11,0.09411666666666667
83,2013-12,0.09411666666666667
84,2014-01,0.08843333333333332
85,2014-02,0.08843333333333332
86,2014-03,0.08843333333333332
87,2014-04,0.08843333333333335
88,2014-05,0.08843333333333332
89,2014-06,0.08843333333333335
90,2014-07,0.08648333333333334
91,2014-08,0.08648333333333334
92,2014-09,0.08648333333333334
93,2014-10,0.08648333333333334
94,2014-11,0.08648333333333334
95,2014-12,0.08648333333333334
96,2015-01,0.08396666666666668
97,2015-02,0.08396666666666668
98,2015-03,0.08396666666666668
99,2015-04,0.08396666666666668
100,2015-05,0.08396666666666668
101,2015-06,0.08396666666666668
102,2015-07,0.084
103,2015-08,0.084
104,2015-09,0.084
105,2015-10,0.084
106,2015-11,0.084
107,2015-12,0.084
108,2016-01,0.07881666666666666
109,2016-02,0.07881666666666666
110,2016-03,0.07881666666666666
111,2016-04,0.07881666666666666
112,2016-05,0.07881666666666666
113,2016-06,0.07881666666666666
114,2016-07,0.07734999999999999
115,2016-08,0.07734999999999999
116,2016-09,0.07735
117,2016-10,0.07735
118,2016-11,0.07734999999999999
119,2016-12,0.07734999999999999
120,2017-01,0.07561666666666667
121,2017-02,0.07561666666666667
122,2017-03,0.07561666666666667
123,2017-04,0.07561666666666667
124,2017-05,0.07561666666666667
125,2017-06,0.07561666666666667
126,2017-07,0.07518333333333334
127,2017-08,0.07518333333333334
128,2017-09,0.07518333333333334
129,2017-10,0.07518333333333334
130,2017-11,0.07518333333333334
131,2017-12,0.07518333333333334
132,2018-01,0.07695
133,2018-02,0.07695
134,2018-03,0.07695
135,2018-04,0.07695
136,2018-05,0.07695
137,2018-06,0.07695
138,2018-07,0.07833333333333334
139,2018-08,0.07833333333333332
140,2018-09,0.07833333333333334
141,2018-10,0.07833333333333332
142,2018-11,0.07833333333333334
143,2018-12,0.07833333333333332
144,2019-01,0.08438333333333332
145,2019-02,0.08438333333333332
146,2019-03,0.08438333333333332
147,2019-04,0.08438333333333332
148,2019-05,0.08438333333333332
149,2019-06,0.08438333333333332
150,2019-07,0.073
151,2019-08,0.073
152,2019-09,0.073
153,2019-10,0.073
154,2019-11,0.073
155,2019-12,0.073
156,2020-01,0.08098333333333334
157,2020-02,0.08098333333333334
158,2020-03,0.08098333333333334
159,2020-04,0.08098333333333334
160,2020-05,0.08098333333333334
161,2020-06,0.08098333333333334
162,2020-07,0.08486666666666666
163,2020-08,0.08486666666666666
164,2020-09,0.08486666666666666
165,2020-10,0.08486666666666666
166,2020-11,0.08486666666666666
167,2020-12,0.08486666666666666
168,2021-01,0.08748333333333334
169,2021-02,0.08748333333333332
170,2021-03,0.08748333333333334
171,2021-04,0.08748333333333332
172,2021-05,0.08748333333333334
173,2021-06,0.08748333333333334
174,2021-07,0.09833333333333333
175,2021-08,0.09833333333333333
176,2021-09,0.09833333333333333
177,2021-10,0.09833333333333333
178,2021-11,0.09833333333333333
179,2021-12,0.09833333333333333
180,2022-01,0.14911666666666668
181,2022-02,0.14911666666666668
182,2022-03,0.14911666666666668
183,2022-04,0.14911666666666668
184,2022-05,0.14911666666666668
185,2022-06,0.14911666666666668
186,2022-07,0.18485
187,2022-08,0.18485
188,2022-09,0.18485
189,2022-10,0.18485
190,2022-11,0.18485
191,2022-12,0.18485
